// Start Time: Unknown
// Update Rate: Various
// Filter Profile: general (39.15)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 1.10.0
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Roll	Pitch	Yaw
41143	13451383	0.022408	0.034722	9.826120	-0.016876	0.015908	0.004192				-0.425679	0.080183	65.892896
41146	13451408	0.029459	0.025666	9.830310	0.001740	0.011784	0.004785				-0.418619	0.079444	65.895530
41150	13451433	0.026796	0.030928	9.822047	-0.002427	0.008382	0.007232				-0.418965	0.080652	65.896547
41153	13451458	0.033350	0.025790	9.841312	0.002366	0.012532	-0.000457	0.269369	-0.253128	-0.971619	-0.418627	0.082447	65.896473
41157	13451483	0.030762	0.020446	9.842689	0.010249	0.010172	0.000656				-0.417158	0.083905	65.896554
41160	13451508	0.027066	0.020081	9.824819	-0.010945	-0.007021	-0.009376				-0.419321	0.081787	65.895730
41164	13451533	0.013445	0.013159	9.831614	-0.001292	0.002709	-0.018045				-0.419509	0.082156	65.893142
41167	13451558	0.012316	0.017357	9.821999	0.007533	-0.010481	0.006776	0.268409	-0.253606	-0.972130	-0.418429	0.080662	65.894125
41171	13451583	0.014616	0.026778	9.831583	0.004040	0.005361	0.022298				-0.417846	0.081453	65.897303
41174	13451608	0.022780	0.040211	9.827471	-0.004546	-0.008969	-0.005652				-0.414322	0.078904	65.893393
41178	13451633	0.022035	0.011667	9.809737	-0.014707	-0.014302	0.006233				-0.416427	0.076862	65.894304
41181	13451658	0.056464	0.032723	9.824998	-0.006257	0.002912	0.010897	0.269398	-0.253124	-0.970629	-0.417321	0.077290	65.895859
41185	13451683	0.027045	0.014547	9.839929	-0.023614	-0.008102	-0.005886				-0.420705	0.076124	65.895023
41188	13451708	0.026952	0.027019	9.823442	0.003459	-0.001869	0.012331				-0.412949	0.075902	65.900772
41192	13451733	0.033698	0.012420	9.830391	0.011538	0.004192	-0.011472				-0.411299	0.076491	65.899125
41195	13451758	0.029536	0.013428	9.826244	0.001882	0.023714	-0.005113	0.270372	-0.254125	-0.970647	-0.411030	0.079882	65.898375
41199	13451783	0.020258	0.038677	9.821981	-0.014563	-0.018860	0.000207				-0.413116	0.077181	65.898416
41202	13451808	0.028080	0.021488	9.837170	-0.006306	0.015983	-0.010420				-0.412029	0.079071	65.896000
41206	13451833	0.058205	0.019348	9.838759	-0.008166	-0.007536	0.012295				-0.413196	0.078004	65.897767
41209	13451858	0.047479	-0.005124	9.849739	-0.015481	-0.003560	-0.010566	0.269455	-0.254596	-0.969674	-0.415416	0.077484	65.896261
41213	13451883	0.060745	0.034285	9.834612	-0.002125	-0.000776	0.003514				-0.415719	0.077376	65.896756
41216	13451908	0.045987	0.021812	9.822220	-0.001583	-0.003242	0.005324				-0.414439	0.072401	65.897077
41220	13451933	0.047039	0.016467	9.853782	-0.009541	0.009446	-0.010441				-0.415807	0.073743	65.895568
41223	13451958	0.049710	0.016666	9.841450	-0.001611	0.015761	0.011502	0.269478	-0.255086	-0.969191	-0.416036	0.076012	65.897191
41227	13451983	0.043109	0.025742	9.831780	-0.001538	0.005187	-0.005567				-0.416257	0.076750	65.896394
41230	13452008	0.044448	0.008406	9.846921	-0.005271	0.016180	0.000650				-0.413807	0.076300	65.897738
41234	13452033	0.044378	0.028694	9.841381	0.013514	-0.002337	-0.016962				-0.411874	0.075947	65.895314
41237	13452058	0.053790	0.016406	9.856562	-0.020269	0.018243	-0.010809	0.268948	-0.254592	-0.970666	-0.414780	0.078549	65.893742
41241	13452083	0.059196	0.029920	9.831873	-0.018777	0.008580	-0.010118				-0.417471	0.079768	65.892278
41244	13452108	0.044015	0.035269	9.820780	-0.007020	0.025824	-0.004144				-0.412721	0.081058	65.892330
41248	13452133	0.056540	0.034233	9.815391	0.008084	0.012916	-0.004239				-0.411563	0.082903	65.891706
41251	13452158	0.044868	0.008364	9.833217	0.001022	-0.004274	0.000486	0.267940	-0.254090	-0.972144	-0.411417	0.082292	65.891773
41255	13452183	0.059289	0.026081	9.825034	0.006732	0.011629	0.001751				-0.410452	0.083959	65.892019
41258	13452208	0.067237	0.034413	9.833288	0.004615	0.001903	0.018434				-0.410157	0.081878	65.892967
41262	13452233	0.054007	0.029937	9.812643	0.000112	0.008525	-0.005654				-0.410142	0.083093	65.892146
41265	13452258	0.034942	0.039320	9.830306	0.007692	-0.001064	-0.004667	0.267430	-0.253100	-0.972618	-0.409041	0.082936	65.891478
41269	13452283	0.044820	0.020490	9.815346	-0.000118	-0.007202	-0.004461				-0.409059	0.081900	65.890850
41272	13452308	0.037959	0.008180	9.826315	-0.002861	0.000134	-0.005412				-0.405201	0.082692	65.890966
41276	13452333	0.053203	0.002927	9.819584	-0.007971	-0.012603	0.004923				-0.406341	0.080892	65.891681
41279	13452358	0.037745	0.001427	9.834565	-0.004710	0.018302	0.006016	0.268834	-0.253129	-0.973601	-0.407015	0.083520	65.892533
41283	13452383	0.039303	0.014991	9.833150	-0.016011	-0.008976	-0.002293				-0.409309	0.082232	65.892209
41286	13452408	0.047215	0.012243	9.834578	-0.014308	0.013262	0.001448				-0.405797	0.082460	65.892093
41290	13452433	0.052480	0.027376	9.838684	-0.004785	0.010024	0.011003				-0.406480	0.083907	65.893655
41293	13452458	0.059316	0.008646	9.833321	0.000586	0.015116	-0.002526	0.269339	-0.254614	-0.973633	-0.406397	0.086070	65.893281
41297	13452483	0.047158	0.033888	9.816689	-0.003287	0.007363	0.002955				-0.406867	0.087127	65.893692
41300	13452508	0.056593	0.011080	9.833290	-0.010914	0.008546	0.005469				-0.406969	0.084086	65.893720
41304	13452533	0.047182	0.027341	9.827685	0.003879	0.004151	-0.006871				-0.406415	0.084673	65.892736
41307	13452558	0.041822	0.017880	9.841405	0.003089	-0.007157	-0.004546	0.268852	-0.254114	-0.973624	-0.405974	0.083644	65.892101
41311	13452583	0.036389	0.013902	9.842749	0.015616	0.015984	0.002956				-0.403736	0.085936	65.892500
41314	13452608	0.030869	0.016397	9.834469	0.014815	0.009485	0.007345				-0.401037	0.084141	65.893553
41318	13452633	0.046239	-0.003710	9.836011	0.007157	-0.007424	-0.000137				-0.400012	0.083078	65.893537
41321	13452658	0.031101	0.030840	9.817953	-0.014324	-0.004339	-0.000238	0.267969	-0.254086	-0.971154	-0.402064	0.082456	65.893513
41325	13452683	0.044435	0.017697	9.840042	-0.011620	0.005101	-0.004715				-0.403730	0.083182	65.892824
41328	13452708	0.048598	0.017813	9.842802	-0.009277	0.005718	0.005811				-0.397873	0.083648	65.894726
41332	13452733	0.026951	0.006783	9.841318	-0.000033	0.011475	-0.018552				-0.397881	0.085274	65.892057
41335	13452758	0.037689	0.023091	9.845471	-0.004315	-0.005360	0.007431	0.268460	-0.255574	-0.971681	-0.398498	0.084513	65.893127
41339	13452783	0.037563	0.047337	9.834408	-0.002791	-0.010772	-0.018063				-0.398901	0.082952	65.890544
41342	13452808	0.043069	0.031429	9.835878	0.017262	-0.008637	0.012493				-0.394408	0.082090	65.894232
41346	13452833	0.029415	0.022882	9.838552	-0.001219	0.013806	0.004260				-0.394582	0.084072	65.894826
41349	13452858	0.035994	0.041882	9.837158	-0.008242	0.006668	0.020620	0.268470	-0.254584	-0.970668	-0.395758	0.085047	65.897769
41353	13452883	0.040136	0.029834	9.829004	0.000368	0.012973	0.008951				-0.395703	0.086914	65.899030
41356	13452908	0.033457	0.036452	9.828938	0.002083	0.005290	-0.004318				-0.392585	0.082315	65.894569
41360	13452933	0.042926	0.031139	9.842741	-0.008997	-0.001965	-0.018662				-0.393877	0.082015	65.891909
41363	13452958	0.043010	0.036467	9.826257	-0.012372	-0.001481	-0.009318	0.269417	-0.254108	-0.970652	-0.395651	0.081794	65.890562
41367	13452983	0.044314	0.039229	9.827632	-0.000371	-0.000906	-0.004755				-0.395705	0.081660	65.889883
41370	13453008	0.036614	0.017604	9.824902	-0.005725	-0.005758	0.001130				-0.393136	0.080914	65.891967
41374	13453033	0.037944	0.016395	9.855090	-0.001262	-0.012802	0.007033				-0.393316	0.079087	65.892988
41377	13453058	0.045531	0.039201	9.833123	-0.009342	0.008938	-0.021842	0.269360	-0.252636	-0.971607	-0.394658	0.080346	65.889858
41381	13453083	0.045601	0.032789	9.826286	0.005075	0.015119	-0.008260				-0.393933	0.082503	65.888651
41384	13453108	0.037622	0.016377	9.846860	-0.002305	0.002435	-0.003549				-0.391763	0.078633	65.888612
41388	13453133	0.037545	0.024515	9.838617	0.006783	0.010183	0.001478				-0.390791	0.080093	65.888814
41391	13453158	0.059014	0.028976	9.852448	-0.002298	0.019147	0.005259	0.268939	-0.254100	-0.970654	-0.391119	0.082841	65.889549
41395	13453183	0.037904	0.001597	9.848290	-0.002871	-0.000539	0.010355				-0.391529	0.082774	65.891030
41398	13453208	0.062000	0.032787	9.826400	-0.006777	0.010476	0.009273				-0.388084	0.084584	65.889654
41402	13453233	0.047005	0.039319	9.826273	-0.005202	-0.006115	-0.006792				-0.388830	0.083701	65.888687
41405	13453258	0.040850	0.024456	9.820804	0.000803	-0.026809	0.011432	0.268461	-0.254092	-0.970657	-0.388713	0.079872	65.890350
41409	13453283	0.031127	0.037605	9.816567	-0.003168	-0.024372	-0.006744				-0.389168	0.076375	65.889400
41412	13453308	0.067640	0.027507	9.816851	-0.011936	0.000446	0.000674				-0.387554	0.077945	65.891950
41416	13453333	0.041612	0.025628	9.837254	-0.015557	0.006948	0.006571				-0.389781	0.078947	65.892887
41419	13453358	0.045847	0.020443	9.827693	-0.010772	0.013338	-0.010578	0.267913	-0.252613	-0.972109	-0.391326	0.080847	65.891353
41423	13453383	0.047895	0.034324	9.830417	0.017905	0.029266	0.007801				-0.388759	0.085047	65.892440
41426	13453408	0.051370	0.020760	9.840083	0.012074	0.003280	-0.002351				-0.386774	0.075893	65.890047
41430	13453433	0.024095	0.034912	9.830254	-0.006977	-0.012991	-0.009649				-0.387775	0.074023	65.888678
41433	13453458	0.070347	0.017969	9.822388	-0.018431	0.002132	0.011708	0.268447	-0.254094	-0.971152	-0.390413	0.074340	65.890354
41437	13453483	0.051162	0.026019	9.834565	-0.000308	0.008991	-0.026654				-0.390462	0.075602	65.886522
