// Start Time: Unknown
// Update Rate: Various
// Filter Profile: general (39.15)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 1.10.0
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Roll	Pitch	Yaw
17708	11926190	0.102915	0.010778	9.846206	-0.004266	0.003292	-0.019997				-0.269360	-0.494771	29.823668
17711	11926215	0.103112	0.017521	9.837955	0.006706	0.000639	0.001755				-0.267413	-0.494523	29.829029
17715	11926240	0.115160	0.022739	9.833893	-0.018658	0.007121	0.000532				-0.270086	-0.493503	29.829104
17718	11926265	0.121796	0.033999	9.827044	0.002347	0.004174	0.010695	0.281785	-0.257704	-0.958303	-0.269763	-0.492898	29.830635
17722	11926290	0.102469	0.040509	9.844729	0.009516	0.016378	0.002024				-0.268403	-0.490551	29.830926
17725	11926315	0.094590	0.029246	9.835121	-0.001660	0.013152	-0.010855				-0.267642	-0.492235	29.826186
17729	11926340	0.114799	0.044341	9.839307	-0.023682	0.004487	-0.020568				-0.271009	-0.491607	29.823248
17732	11926365	0.112301	0.049781	9.822816	-0.010258	-0.006083	-0.003831	0.282690	-0.255754	-0.958747	-0.272474	-0.492480	29.822703
17736	11926390	0.113621	0.036247	9.839327	-0.013673	-0.002034	0.006707				-0.274440	-0.492767	29.823655
17739	11926415	0.105756	0.029528	9.828316	-0.009876	-0.006753	0.007038				-0.269605	-0.492766	29.823923
17743	11926440	0.103693	0.038955	9.833778	-0.000735	0.027990	0.009957				-0.269723	-0.488750	29.825328
